imagePath,title,caption,labels
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10673.jpg,Doodle Girl Ballet School Black Tops,a black tops for women casual(fall 2011).,ArticleType=Tops; Colour=Black; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13016.jpg,Inc 5 Women Casual Brown Wedges,a brown heels for women casual(winter 2012).,ArticleType=Heels; Colour=Brown; Gender=Women; Season=Winter; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9791.jpg,Classic Polo Men Ikon Brown Polo Tshirts,a brown tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Brown; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23197.jpg,Highlander Men Blue Check Shirt,a blue shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5958.jpg,Highlander Men Brown Checked Shirts,a brown shirts for men casual(summer 2011).,ArticleType=Shirts; Colour=Brown; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50496.jpg,Chromozome Men White Innerwear Vest,a white innerwear vests for men casual(summer 2016).,ArticleType=Innerwear Vests; Colour=White; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42925.jpg,French Connection Women Black Wallet,a black wallets for women casual(summer 2012).,ArticleType=Wallets; Colour=Black; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48071.jpg,French Connection Men Grey T-shirt,a grey tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Grey; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23235.jpg,Aneri Women Printed Rust Kurta,a rust kurtas for women ethnic(fall 2011).,ArticleType=Kurtas; Colour=Rust; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50740.jpg,Red Chief Men Black Formal Shoes,a black formal shoes for men formal(winter 2018).,ArticleType=Formal Shoes; Colour=Black; Gender=Men; Season=Winter; Usage=Formal; Year=2018
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14593.jpg,United Colors of Benetton Men Solid Black Belts,a black belts for men casual(summer 2011).,ArticleType=Belts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13544.jpg,Carlton London Women Coffee Brown Desert Boots,a coffee brown flats for women casual(winter 2012).,ArticleType=Flats; Colour=Coffee Brown; Gender=Women; Season=Winter; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7271.jpg,Superman Men's Superman USA Fly Grey Heather T-shirt,a grey tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Grey; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42005.jpg,Baggit Women Purple Goofy Jhuti Wallet,a purple wallets for women casual(summer 2012).,ArticleType=Wallets; Colour=Purple; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3142.jpg,Inkfruit Men's Music Till Death Black T-shirt,a black tshirts for men casual(summer 2011).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28141.jpg,Jockey 24 x 7 Men Black Sport Shorts 9426,a black lounge shorts for men casual(summer 2018).,ArticleType=Lounge Shorts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2018
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18597.jpg,Puma Men Volt Black Sports Shoes,a black sports shoes for men sports(fall 2011).,ArticleType=Sports Shoes; Colour=Black; Gender=Men; Season=Fall; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55070.jpg,Lakme Absolute Kohl Ultimate Kajal,a black kajal and eyeliner for women casual(spring 2017).,ArticleType=Kajal and Eyeliner; Colour=Black; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11371.jpg,United Colors Of Benetton Men Summer Black Shirts,a black shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=Black; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21526.jpg,Kiara Women Glossy Red Handbag,a red handbags for women casual(winter 2015).,ArticleType=Handbags; Colour=Red; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37596.jpg,Madagascar3 Boys Navy Blue Printed T-Shirt,a navy blue tshirts for boys casual(summer 2012).,ArticleType=Tshirts; Colour=Navy Blue; Gender=Boys; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35586.jpg,Gliders Men Brown Sandals,a brown sandals for men casual(summer 2013).,ArticleType=Sandals; Colour=Brown; Gender=Men; Season=Summer; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3218.jpg,Puma Men's Yacht Battleship Black Red Shoe,a black casual shoes for men casual(fall 2010).,ArticleType=Casual Shoes; Colour=Black; Gender=Men; Season=Fall; Usage=Casual; Year=2010
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\37893.jpg,Happy Socks Women Striped Tights,a multi tights for women casual(summer 2012).,ArticleType=Tights; Colour=Multi; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7910.jpg,Proline Men Multicoloured Striped Polo T-shirt,a multi tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Multi; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49545.jpg,Rocia Women Gold Handbag,a gold handbags for women casual(summer 2012).,ArticleType=Handbags; Colour=Gold; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18698.jpg,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs,a grey briefs for men casual(summer 2016).,ArticleType=Briefs; Colour=Grey; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57297.jpg,French Connection Men Purple Checks Shirt,a white shirts for men casual(summer 2012).,ArticleType=Shirts; Colour=White; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31715.jpg,Fabindia Women Anusuya Silver Earrings,a silver earrings for women ethnic(winter 2016).,ArticleType=Earrings; Colour=Silver; Gender=Women; Season=Winter; Usage=Ethnic; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15080.jpg,Mother Earth Women Printed Orange Kurtis,a orange kurtis for women ethnic(fall 2011).,ArticleType=Kurtis; Colour=Orange; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\1963.jpg,ADIDAS Men's Azaro White Shoe,a white sports shoes for men sports(fall 2010).,ArticleType=Sports Shoes; Colour=White; Gender=Men; Season=Fall; Usage=Sports; Year=2010
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43662.jpg,ONLY Women Purple Top,a purple tops for women casual(summer 2012).,ArticleType=Tops; Colour=Purple; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11484.jpg,Puma Men Ocean Black Watch,a black watches for men casual(winter 2016).,ArticleType=Watches; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38932.jpg,Gini and Jony Girls Pink Leggings,a pink leggings for girls casual(summer 2012).,ArticleType=Leggings; Colour=Pink; Gender=Girls; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25945.jpg,Femella Women Printed Blue Scarf,a blue scarves for women casual(summer 2012).,ArticleType=Scarves; Colour=Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51715.jpg,Allen Solly Unisex Sunglasses AS236-C3,a purple sunglasses for unisex casual(winter 2016).,ArticleType=Sunglasses; Colour=Purple; Gender=Unisex; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\2880.jpg,Catwalk Women Leather Formal Grey Heels,a grey heels for women formal(summer 2016).,ArticleType=Heels; Colour=Grey; Gender=Women; Season=Summer; Usage=Formal; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39207.jpg,Catwalk Women Black Sandals,a black heels for women casual(winter 2015).,ArticleType=Heels; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50974.jpg,Enamor Golden Lift Bra,a gold bra for women casual(summer 2017).,ArticleType=Bra; Colour=Gold; Gender=Women; Season=Summer; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36368.jpg,Reid & Taylor Men Blue Tie,a blue ties for men formal(summer 2012).,ArticleType=Ties; Colour=Blue; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25484.jpg,Nike Women Solarsoft Thong Turquoise Blue Flip Flops,a turquoise blue flip flops for women casual(summer 2012).,ArticleType=Flip Flops; Colour=Turquoise Blue; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51693.jpg,Van Heusen Unisex Brown Sunglasses,a brown sunglasses for unisex casual(winter 2016).,ArticleType=Sunglasses; Colour=Brown; Gender=Unisex; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12165.jpg,Aurelia Women Voile Navy Blue Dupatta,a navy blue dupatta for women ethnic(fall 2011).,ArticleType=Dupatta; Colour=Navy Blue; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59537.jpg,Lucera Silver Earrings,a silver earrings for women casual(summer 2013).,ArticleType=Earrings; Colour=Silver; Gender=Women; Season=Summer; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48030.jpg,Nautica Men White Dial Chronograph Watch,a white watches for men casual(winter 2016).,ArticleType=Watches; Colour=White; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56266.jpg,SDL by Sweet Dreams Men Grey & Black Pyjama Set,a grey night suits for men casual(summer 2016).,ArticleType=Night suits; Colour=Grey; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8079.jpg,ADIDAS Men Zeitfrei Slide Ff Black Sandals,a black sandals for men casual(fall 2011).,ArticleType=Sandals; Colour=Black; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42146.jpg,Nike Women White Sweet Classic Leather Shoes,a white casual shoes for women casual(summer 2012).,ArticleType=Casual Shoes; Colour=White; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57033.jpg,Forever New Women Black Shirt,a black shirts for women casual(summer 2012).,ArticleType=Shirts; Colour=Black; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5107.jpg,Wrangler Women Holly Checks Shirt,a yellow shirts for women casual(summer 2011).,ArticleType=Shirts; Colour=Yellow; Gender=Women; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42553.jpg,Mother Earth Women Grey Kurta,a grey kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=Grey; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59767.jpg,Estelle Women Gold Earrings,a gold earrings for women casual(winter 2016).,ArticleType=Earrings; Colour=Gold; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15254.jpg,ADIDAS Originals Women Decade Low Sleek Red Casual Shoes,a red casual shoes for women casual(fall 2011).,ArticleType=Casual Shoes; Colour=Red; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26494.jpg,Puma Men Tyrel Green T-shirt,a green tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Green; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46486.jpg,Timex Men Black Dial Chronograph Watch,a black watches for men casual(winter 2016).,ArticleType=Watches; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16345.jpg,Peter England Men Stripes Pink Shirt,a pink shirts for men formal(fall 2011).,ArticleType=Shirts; Colour=Pink; Gender=Men; Season=Fall; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12998.jpg,Timberland Kids Boys Casual Black Casual Shoes,a black casual shoes for boys casual(fall 2011).,ArticleType=Casual Shoes; Colour=Black; Gender=Boys; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47177.jpg,Ganuchi Men Black Sandals,a black sandals for men casual(summer 2012).,ArticleType=Sandals; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\59221.jpg,Titan Women Gold Watch,a gold watches for women casual(winter 2016).,ArticleType=Watches; Colour=Gold; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45285.jpg,CASIO OUTDOOR Men Black Digital Watch S057,a black watches for men casual(winter 2016).,ArticleType=Watches; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43536.jpg,French Connection Women Peach Top,a peach tops for women casual(summer 2012).,ArticleType=Tops; Colour=Peach; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21524.jpg,Kiara Women Women Handbag,a brown handbags for women casual(winter 2015).,ArticleType=Handbags; Colour=Brown; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55806.jpg,SDL by Sweet Dreams Women Green & White Printed Night Suit S11-3134,a green night suits for women casual(summer 2017).,ArticleType=Night suits; Colour=Green; Gender=Women; Season=Summer; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10282.jpg,Clarks Women Spice Pat Black Flats,a black flats for women casual(winter 2013).,ArticleType=Flats; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35989.jpg,Flying Machine Women Cotton Black Dress,a black dresses for women casual(summer 2012).,ArticleType=Dresses; Colour=Black; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22744.jpg,BIBA Women Solid Navy Blue Green Kurta,a navy blue kurtas for women ethnic(fall 2011).,ArticleType=Kurtas; Colour=Navy Blue; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31552.jpg,Woodland Men Black Casual Shoes,a black casual shoes for men casual(winter 2016).,ArticleType=Casual Shoes; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6677.jpg,Nike Men's Street Pana II Black White Shoe,a black sports shoes for men sports(summer 2011).,ArticleType=Sports Shoes; Colour=Black; Gender=Men; Season=Summer; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38173.jpg,Miami Blues Women Sunglasses,a black sunglasses for women casual(winter 2016).,ArticleType=Sunglasses; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54860.jpg,Ivory Tag Women Radical Being Multicolour Necklace,a red necklace and chains for women casual(fall 2012).,ArticleType=Necklace and Chains; Colour=Red; Gender=Women; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56849.jpg,John Players Men Navy Regular Fit Jeans,a navy blue jeans for men casual(fall 2012).,ArticleType=Jeans; Colour=Navy Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51318.jpg,Wildcraft Unisex Blue Cauvery Backpack,a blue backpacks for unisex casual(summer 2015).,ArticleType=Backpacks; Colour=Blue; Gender=Unisex; Season=Summer; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8188.jpg,Locomotive Men Solid Poplin Laidley Purple Shirts,a purple shirts for men casual(summer 2011).,ArticleType=Shirts; Colour=Purple; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23670.jpg,Spykar Men Green Printed T-shirts,a green tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Green; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40590.jpg,Aurelia Women Brown Kurta,a brown kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=Brown; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51194.jpg,Enamor Red Bra,a red bra for women casual(summer 2014).,ArticleType=Bra; Colour=Red; Gender=Women; Season=Summer; Usage=Casual; Year=2014
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27542.jpg,Scullers Men Check Black Shirt,a black shirts for men casual(summer 2012).,ArticleType=Shirts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\44530.jpg,Coolers Men Black Sandals,a black sandals for men casual(summer 2012).,ArticleType=Sandals; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11876.jpg,Franco Leone Men Casual Black Sandals,a black sandals for men casual(summer 2012).,ArticleType=Sandals; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11927.jpg,Skechers Women Tone White Sports Shoes,a white sports shoes for women sports(summer 2012).,ArticleType=Sports Shoes; Colour=White; Gender=Women; Season=Summer; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\41848.jpg,ADIDAS Unisex Black Predator Backpack,a black backpacks for unisex casual(summer 2012).,ArticleType=Backpacks; Colour=Black; Gender=Unisex; Season=Summer; Usage=Casual; Year=2012
